Key,English,Korean,Portuguese,Japanese,Spanish,Thai,Indonesian,Russian,ChineseSimplified,ChineseTraditional,Tagalog,Vietnam
NOTIFICATION_NO_ENTRY_SHOP,Starting soon. Please wait a moment.,곧 시작됩니다. 조금만 기다려주세요.,"Em breve. Por favor, aguarde.",近日公開。もう少しお待ちください。,Muy pronto. Espere por favor.,เร็วๆ นี้. โปรดรอ.,Segera dimulai. Mohon tunggu sebentar.,"Вскоре. Пожалуйста, подождите.",即将推出。请稍等。,即將推出。請稍等。,Malapit na. Mangyaring maghintay.,Sắp bắt đầu. Xin vui lòng chờ trong giây lát.
NOTIFICATION_PATROL_REWARD_CLAIMED,Patrol reward acquisition successful.,정찰 보상 획득에 성공했습니다!,Recompensa da Patrulha recebeu com sucesso!,パトロールリワードを獲得しました！,¡Recibí con éxito la recompensa de la patrulla!,ได้รับรางวัลลาดตระเวนสำเร็จ!,Berhasil menerima hadiah patroli!,Успешно получил патрульную награду!,成功获得巡逻奖励！,成功獲得巡邏獎勵！,Matagumpay na natanggap ang gantimpala ng patrol!,Nhận phần thưởng tuần tra thành công.
NOTIFICATION_PATROL_REWARD_CLAIMED_FAILE,Patrol reward acquisition failed. Please try again.,정찰 보상 획득에 실패했습니다. 다시 시도해주세요,"Falhou em receber recompensas de patrulha. Por favor, tente novamente.",パトロールリワード獲得に失敗しました。もう一度やり直してください。,No se pudo recibir recompensas de patrulla. Inténtalo de nuevo.,ไม่ได้รับรางวัลลาดตระเวน กรุณาลองอีกครั้ง.,Gagal menerima hadiah patroli. Silakan coba lagi!,"Не удалось получить вознаграждения патрулирования. Пожалуйста, попробуйте еще раз.",未能获得巡逻奖励。请再试一次。,未能獲得巡邏獎勵。請再試一次。,Nabigong makatanggap ng mga gantimpala ng patrol. Pakisubukang muli.,Nhận phần thưởng tuần tra thất bại. Vui lòng thử lại.
PUSH_PATROL_REWARD_COMPLETE_CONTENT,Patrol rewards are full! Claim your rewards!,정찰 보상이 꽉 찼습니다! 보상을 획득하세요!,As recompensas da patrulha estão cheias! Ganhe recompensas!,パトロールリワードがいっぱいです！リワードを獲得してください！,¡Las recompensas de patrulla están llenas! ¡Gana recompensas!,รางวัลลาดตระเวนเต็ม! รับรางวัล!,Hadiah patroli sudah penuh! Klaim hadiah Anda!,Патрульные награды полны! Зарабатывать награды!,巡逻奖励已经满了！赚取奖励！,巡邏獎勵已經滿了！賺取獎勵！,Ang mga gantimpala ng Patrol ay puno! Kumita ng mga gantimpala!,Phần thưởng tuần tra đã đầy! Hãy nhận phần thưởng của bạn!
NOTIFICATION_SEASONPASS_REWARD_CLAIMED_AND_WAIT_PLEASE,Season Pass rewards will be sent via email soon.,시즌 패스 보상이 메일로 곧 발송됩니다.,As recompensas do passe da temporada são enviadas por correio.,まもなくシーズンパスリワードがメールで送信されます。,Las recompensas de la temporada de temporada se envían por correo.,รางวัล Season Pass จะถูกส่งทางไปรษณีย์,Hadiah Season Pass akan segera dikirim melalui email.,Сезонные пропускные награды отправляются по почте.,季节通行证奖励是通过邮件发送的。,季節通行證獎勵是通過郵件發送的。,Ang mga gantimpala ng pass sa panahon ay ipinadala sa pamamagitan ng koreo.,Phần thưởng vé thông hành mùa sẽ sớm được gửi qua email.
NOTIFICATION_SEASONPASS_REWARD_CLAIMED_FAIL,Failed to send Season Pass rewards. Please try again.,시즌 패스 보상 전송에 실패했습니다. 다시 시도해주세요.,"Não enviou a recompensa do passe da temporada. Por favor, tente novamente.",シーズンパスリワードを送信ができませんでした。もう一度やり直してください。,No se pudo enviar la recompensa del pase de la temporada. Inténtalo de nuevo.,ล้มเหลวในการส่งรางวัล Season Pass กรุณาลองอีกครั้ง.,Gagal mengirim hadiah Season Pass. Silakan coba lagi.,"Не удалось отправить вознаграждение за сезон. Пожалуйста, попробуйте еще раз.",未能发送季节通行证奖励。请再试一次。,未能發送季節通行證獎勵。請再試一次。,Nabigong ipadala ang gantimpala ng pass sa panahon. Pakisubukang muli.,Không thể gửi phần thưởng vé thông hành mùa. Vui lòng thử lại.
NOTIFICATION_SEASONPASS_REWARD_CLAIMED_MAIL_RECEIVED,Season Pass rewards have arrived. Please check your email.,시즌 패스 보상이 도착했습니다. 메일을 확인해주세요.,"A recompensa do passe da temporada chegou. Por favor, verifique o correio.",シーズンパスリワードが届きました。メールを確認してください。,La recompensa del pase de la temporada ha llegado. Por favor revise el correo.,รางวัล Season Pass มาถึงแล้ว โปรดตรวจสอบอีเมล,Hadiah Season Pass telah tiba. Silakan periksa email Anda.,"Награда за сезон прибыла. Пожалуйста, проверьте почту.",季节通行证奖励已经到来。请检查邮件。,季節通行證獎勵已經到來。請檢查郵件。,Dumating ang gantimpala ng season pass. Mangyaring suriin ang mail.,Phần thưởng mùa giải đã đến. Vui lòng kiểm tra email của bạn.
NOTIFICATION_REFERRAL_CODE_COPY,Copied my referral code!,내 추천인 코드를 복사했습니다!,Copiou meu código de referência!,リファラルコードをコピーしました！,¡Copié mi código de referencia!,คัดลอกรหัสแนะนำของฉันแล้ว!,Telah menyalin kode referral saya!,,我已复制我的推荐代码！,複製了我的推薦代碼！,Gipasa ko na ang akong Code sa Pag-awit!,Đã sao chép mã giới thiệu của tôi!
NOTIFICATION_REFERRAL_CODE_ENTER_SUCCESS,"Referral code successfully entered.
Check rewards on the portal!","추천인 코드가 성공적으로 입력되었습니다.
포털에서 리워드를 확인하세요!","Código de referência inserido com sucesso.
Verifique as recompensas no portal!","リファラルコードが正常に入力されました。
ポータルでリワードを確認しましょう！","Código de referencia ingresado correctamente.
¡Revise las recompensas en el portal!","รหัสแนะนำได้รับการป้อนเรียบร้อยแล้ว 
โปรดตรวจสอบรางวัลที่พอร์ทัล!","Kode referral berhasil dimasukkan.
Periksa hadiah di portal!",,"推荐代码已成功输入。
请在门户上查看奖励！","推薦代碼成功輸入。
檢查門戶網站上的獎勵！","Matagumpay nga gigukod ang Code sa Pag-awit. 
Susi-a ang reward sa portal!","Đã nhập thành công mã giới thiệu.
Kiểm tra phần thưởng trên cổng thông tin!"
NOTIFICATION_SEASONPASS_CONNECT_FAIL,Failed to connect.,연결에 실패했습니다.,Falhou ao conectar.,接続に失敗した。,No se conectó.,การเชื่อมต่อล้มเหลว.,Koneksi gagal.,Не удалось подключиться.,连接失败。,連接失敗。,Nabigong kumonekta.,Kết nối thất bại.
NOTIFICATION_IAP_PURCHASE_DELIVERY_COMPLETE,{0} Delivery is complete! Please check your mail.,{0} 배송이 완료되었습니다! 메일을 확인하세요.,{0} A entrega está completa! Por favor cheque seu e-mail.,{0} 配送が完了しました！メールを確認してください。,{0} La entrega está completa! Por favor revise su correo.,{0} การจัดส่งเสร็จสมบูรณ์! โปรดตรวจสอบอีเมลของคุณ,{0} Pengiriman selesai! Silakan periksa email Anda.,,{0}交货完成！请检查您的邮件。,{0}交貨完成！請檢查您的郵件。,Kumpleto ang paghahatid ng {0}! Mangyaring suriin ang iyong mail.,{0} giao hàng hoàn tất! Xin vui lòng kiểm tra email của bạn.
NOTIFICATION_SEASONPASS_PREMIUM_LIMIT_UNLOCK_GUIDE,Unlock your premium and get rewards!,프리미엄 잠금을 해제하고 보상을 획득하세요!,Desbloqueie seu prêmio e obtenha recompensas!,プレミアムのロックを解除して、報酬を得てください！,¡Desbloquee su prima y obtenga recompensas!,ปลดล็อกพรีเมี่ยมของคุณและรับรางวัล!,Buka kunci premi Anda dan dapatkan hadiah!,Разблокируйте свою премию и получите награды!,解锁您的保费并获得奖励！,解鎖您的保費並獲得獎勵！,I -unlock ang iyong premium at makakuha ng mga gantimpala!,Mở khóa phí bảo hiểm của bạn và nhận phần thưởng!
NOTIFICATION_COMING_SOON,Coming soon...,곧 공개될 예정입니다.,Em breve...,近日公開...,Muy pronto...,เร็วๆ นี้...,Segera hadir...,Вскоре...,即将推出...,即將推出...,Malapit na...,Sắp ra mắt...
NOTIFICATION_COLLECTION_FAIL,Failed to activate the collection. Please try again.,수집 활성화에 실패했습니다. 다시 시도해주세요,"Falha ao ativar a coleção. Por favor, tente novamente.",コレクションの活性化に失敗しました。再試行してください。,"No se pudo activar la colección. Por favor, inténtalo de nuevo.",ไม่สามารถเปิดใช้งานคอลเลกชันได้ กรุณาลองอีกครั้ง,Gagal mengaktifkan koleksi. Silakan coba lagi.,,激活收集失败，请重试。,啟動收集失敗，請重試。,Nabigo sa pag-activate ng koleksyon. Pakisubukang muli.,Kích hoạt bộ sưu tập thất bại. Vui lòng thử lại.
NOTIFICATION_COLLECTION_DISABLED_ITEMREQUIRED,You do not have enough items for activation.,활성화에 필요한 아이템이 부족합니다.,Você não tem itens suficientes para a ativação.,活性化に必要なアイテムが足りません。,No tienes suficientes ítems para la activación.,คุณไม่มีไอเท็มเพียงพอสำหรับการเปิดใช้งาน,Anda tidak memiliki cukup item untuk aktivasi.,,您的激活所需物品不足。,您的啟動所需物品不足。,Kulang ka sa mga item para sa activation.,Bạn không có đủ vật phẩm để kích hoạt.
NOTIFICATION_COLLECTION_DISABLED_ACTIVATING,Another collection item's activation is in progress. Please wait a moment.,다른 수집품목의 활성화가 진행되는 도중입니다. 잠시만 기다려주세요.,"A ativação de outro item de coleção está em andamento. Por favor, aguarde um momento.",別のコレクションアイテムの活性化が進行中です。しばらくお待ちください。,"La activación de otro ítem de colección está en proceso. Por favor, espera un momento.",การเปิดใช้งานรายการสะสมอื่นกำลังดำเนินการ กรุณารอสักครู่,Aktivasi item koleksi lain sedang berlangsung. Mohon tunggu sebentar.,,另一个收藏品的激活正在进行中，请稍等。,另一個收藏品的啟動正在進行中，請稍等。,May isa pang collection item na kasalukuyang ina-activate. Paki-antay lang po.,Kích hoạt mục sưu tập khác đang diễn ra. Vui lòng chờ trong giây lát.
