Key,English,Korean,Portuguese,Japanese,Spanish,Thai,Indonesian,Russian,ChineseSimplified,ChineseTraditional,Tagalog,Vietnam
COLLECTION_NAME_162,+7 War Sword (Wind),+7 전쟁 검 (Wind),+7 Espada de Guerra (Wind),+7 ウォーソード (風),+7 Espada de Guerra (Viento),+7 ดาบสงคราม (ธาตุลม),+7 Pedang Perang (udara),+7  (Воздух),+7 战争剑 (风),+7 戰劍 (風),+7 Espadang Pandigmaan (Hangin),+7 Chiến tranh Kiếm (Gió)
COLLECTION_NAME_163,+7 Dainsleif (Normal),+7 다인슬레이프 (Normal),+7 Dainsleif (Normal),+7 ダーインスレイヴ (ノーマル),+7 Dainsleif (Normal),+7 Dainsleif (ธรรมดา),+7 Dainsleif (normal),+7  (Нормально),+7 戴斯莱夫 (普通),+7 丹斯萊夫 (普通),+7 Dainsleif (Normal),+7 Dainleif (huyện) (Bình thường)
COLLECTION_NAME_164,+7 Dainsleif (Fire),+7 다인슬레이프 (Fire),+7 Dainsleif (Fire),+7 ダーインスレイヴ (火),+7 Dainsleif (Fuego),+7 Dainsleif (ธาตุไฟ),+7 Dainsleif (api),+7  (Огонь),+7 戴斯莱夫 (火),+7 丹斯萊夫 (火),+7 Dainsleif (Apoy),+7 Dainleif (huyện) (Ngọn lửa)
COLLECTION_NAME_165,+7 Dainsleif (Water),+7 다인슬레이프 (Water),+7 Dainsleif (Water),+7 ダーインスレイヴ (水),+7 Dainsleif (Agua),+7 Dainsleif (ธาตุน้ำ),+7 Dainsleif (air),+7  (Вода),+7 戴斯莱夫 (水),+7 丹斯萊夫 (水),+7 Dainsleif (Tubig),+7 Dainleif (huyện) (Nước)
COLLECTION_NAME_166,+7 Dainsleif (Land),+7 다인슬레이프 (Land),+7 Dainsleif (Land),+7 ダーインスレイヴ (地),+7 Dainsleif (Tierra),+7 Dainsleif (ธาตุดิน),+7 Dainsleif (tanah),+7  (Земля),+7 戴斯莱夫 (土),+7 丹斯萊夫 (土),+7 Dainsleif (Lupa),+7 Dainleif (huyện) (Đất)
COLLECTION_NAME_167,+7 Dainsleif (Wind),+7 다인슬레이프 (Wind),+7 Dainsleif (Wind),+7 ダーインスレイヴ (風),+7 Dainsleif (Viento),+7 Dainsleif (ธาตุลม),+7 Dainsleif (udara),+7  (Воздух),+7 戴斯莱夫 (风),+7 丹斯萊夫 (風),+7 Dainsleif (Hangin),+7 Dainleif (huyện) (Gió)
COLLECTION_NAME_168,+7 Casual Clothes (Fire),+7 천 옷 (Fire),+7 Roupas Casuais (Fire),+7 カジュアルな服 (火),+7 Ropa Casual (Fuego),+7 ชุดลำลอง (ธาตุไฟ),+7 Pakaian sederhana (api),+7  (Огонь),+7 休闲服 (火),+7 休閒服 (火),+7 Kaswal na Kasuotan (Apoy),+7 Quần áo thường ngày (Ngọn lửa)
COLLECTION_NAME_169,+7 Casual Clothes (Wind),+7 천 옷 (Wind),+7 Roupas Casuais (Wind),+7 カジュアルな服 (風),+7 Ropa Casual (Viento),+7 ชุดลำลอง (ธาตุลม),+7 Pakaian sederhana (udara),+7  (Воздух),+7 休闲服 (风),+7 休閒服 (風),+7 Kaswal na Kasuotan (Hangin),+7 Quần áo thường ngày (Gió)
COLLECTION_NAME_170,+7 Leather Clothes (Water),+7 가죽 옷 (Water),+7 Roupa de Couro (Water),+7 革の服 (水),+7 Ropa de Cuero (Agua),+7 เสื้อผ้าหนัง (ธาตุน้ำ),+7 Pakaian Kulit (air),+7  (Вода),+7 皮革服装 (水),+7 皮革衣服 (水),+7 Balat na Kasuotan (Tubig),+7 Quần áo da (Nước)
COLLECTION_NAME_171,+7 Leather Clothes (Wind),+7 가죽 옷 (Wind),+7 Roupa de Couro (Wind),+7 革の服 (風),+7 Ropa de Cuero (Viento),+7 เสื้อผ้าหนัง (ธาตุลม),+7 Pakaian Kulit (udara),+7  (Воздух),+7 皮革服装 (风),+7 皮革衣服 (風),+7 Balat na Kasuotan (Hangin),+7 Quần áo da (Gió)
COLLECTION_NAME_172,+7 Black Crow Armor (Land),+7 검은 까마귀의 갑옷 (Land),+7 Armadura do Corvo Negro (Land),+7 ブラッククロウアーマー (地),+7 Armadura del Cuervo Negro (Tierra),+7 ชุดเกราะอีกาดำ (ธาตุดิน),+7 Baju zirah Gagak hitam (tanah),+7  (Земля),+7 黑乌鸦装甲 (土),+7 黑烏鴉盔甲 (土),+7 Baluti ng Itim na Uwak (Lupa),+7 Áo giáp quạ đen (Đất)
COLLECTION_NAME_173,+7 Black Crow Armor (Wind),+7 검은 까마귀의 갑옷 (Wind),+7 Armadura do Corvo Negro (Wind),+7 ブラッククロウアーマー (風),+7 Armadura del Cuervo Negro (Viento),+7 ชุดเกราะอีกาดำ (ธาตุลม),+7 Baju zirah Gagak hitam (udara),+7  (Воздух),+7 黑乌鸦装甲 (风),+7 黑烏鴉盔甲 (風),+7 Baluti ng Itim na Uwak (Hangin),+7 Áo giáp quạ đen (Gió)
COLLECTION_NAME_174,+7 Hermes' Clothes (Normal),+7 헤르메스의 옷 (Normal),+7 Roupa de Hermes (Normal),+7 エルメスの服 (ノーマル),+7 Ropa de Hermes (Normal),+7 เสื้อผ้าของ Hermes (ธรรมดา),+7 Pakaian Hermes (normal),+7  (Нормально),+7 爱马仕的衣服 (普通),+7 愛馬仕的衣服 (普通),+7 Kasuotan ng Hermes (Normal),+7 Quần áo Hermes (Bình thường)
COLLECTION_NAME_175,+7 Hermes' Clothes (Fire),+7 헤르메스의 옷 (Fire),+7 Roupa de Hermes (Fire),+7 エルメスの服 (火),+7 Ropa de Hermes (Fuego),+7 เสื้อผ้าของ Hermes (ธาตุไฟ),+7 Pakaian Hermes (api),+7  (Огонь),+7 爱马仕的衣服 (火),+7 愛馬仕的衣服 (火),+7 Kasuotan ng Hermes (Apoy),+7 Quần áo Hermes (Ngọn lửa)
COLLECTION_NAME_176,+7 Hermes' Clothes (Water),+7 헤르메스의 옷 (Water),+7 Roupa de Hermes (Water),+7 エルメスの服 (水),+7 Ropa de Hermes (Agua),+7 เสื้อผ้าของ Hermes (ธาตุน้ำ),+7 Pakaian Hermes (air),+7  (Вода),+7 爱马仕的衣服 (水),+7 愛馬仕的衣服 (水),+7 Kasuotan ng Hermes (Tubig),+7 Quần áo Hermes (Nước)
COLLECTION_NAME_177,+7 Hermes' Clothes (Land),+7 헤르메스의 옷 (Land),+7 Roupa de Hermes (Land),+7 エルメスの服 (地),+7 Ropa de Hermes (Tierra),+7 เสื้อผ้าของ Hermes (ธาตุดิน),+7 Pakaian Hermes (tanah),+7  (Земля),+7 爱马仕的衣服 (土),+7 愛馬仕的衣服 (土),+7 Kasuotan ng Hermes (Lupa),+7 Quần áo Hermes (Đất)
COLLECTION_NAME_178,+7 War Armor (Normal),+7 전쟁 갑옷 (Normal),+7 Armadura de Guerra (Normal),+7 ウォーアーマー (ノーマル),+7 Armadura de Guerra (Normal),+7 ชุดเกราะสงคราม (ธรรมดา),+7 Baju Zirah Perang (normal),+7  (Нормально),+7 战争装甲 (普通),+7 戰爭盔甲 (普通),+7 Baluting Pandigmaan (Normal),+7 áo giáp chiến tranh (Bình thường)
COLLECTION_NAME_179,+7 War Armor (Fire),+7 전쟁 갑옷 (Fire),+7 Armadura de Guerra (Fire),+7 ウォーアーマー (火),+7 Armadura de Guerra (Fuego),+7 ชุดเกราะสงคราม (ธาตุไฟ),+7 Baju Zirah Perang (api),+7  (Огонь),+7 战争装甲 (火),+7 戰爭盔甲 (火),+7 Baluting Pandigmaan (Apoy),+7 áo giáp chiến tranh (Ngọn lửa)
COLLECTION_NAME_180,+7 War Armor (Water),+7 전쟁 갑옷 (Water),+7 Armadura de Guerra (Water),+7 ウォーアーマー (水),+7 Armadura de Guerra (Agua),+7 ชุดเกราะสงคราม (ธาตุน้ำ),+7 Baju Zirah Perang (air),+7  (Вода),+7 战争装甲 (水),+7 戰爭盔甲 (水),+7 Baluting Pandigmaan (Tubig),+7 áo giáp chiến tranh (Nước)
COLLECTION_NAME_181,+7 War Armor (Land),+7 전쟁 갑옷 (Land),+7 Armadura de Guerra (Land),+7 ウォーアーマー (地),+7 Armadura de Guerra (Tierra),+7 ชุดเกราะสงคราม (ธาตุดิน),+7 Baju Zirah Perang (tanah),+7  (Земля),+7 战争装甲 (土),+7 戰爭盔甲 (土),+7 Baluting Pandigmaan (Lupa),+7 áo giáp chiến tranh (Đất)
COLLECTION_NAME_182,+7 War Armor (Wind),+7 전쟁 갑옷 (Wind),+7 Armadura de Guerra (Wind),+7 ウォーアーマー (風),+7 Armadura de Guerra (Viento),+7 ชุดเกราะสงคราม (ธาตุลม),+7 Baju Zirah Perang (udara),+7  (Воздух),+7 战争装甲 (风),+7 戰爭盔甲 (風),+7 Baluting Pandigmaan (Hangin),+7 áo giáp chiến tranh (Gió)
COLLECTION_NAME_183,+7 Ancient Armor (Normal),+7 고대의 갑옷 (Normal),+7 Armadura Ancestral (Normal),+7 太古の鎧 (ノーマル),+7 Armadura Antigua (Normal),+7 ชุดเกราะโบราณ (ธรรมดา),+7 Baju Zirah Kuno (normal),+7  (Нормально),+7 古代盔甲 (普通),+7 古老的盔甲 (普通),+7 Sinaunang baluti (Normal),+7 áo giáp cổ (Bình thường)
COLLECTION_NAME_184,+7 Ancient Armor (Fire),+7 고대의 갑옷 (Fire),+7 Armadura Ancestral (Fire),+7 太古の鎧 (火),+7 Armadura Antigua (Fuego),+7 ชุดเกราะโบราณ (ธาตุไฟ),+7 Baju Zirah Kuno (api),+7  (Огонь),+7 古代盔甲 (火),+7 古老的盔甲 (火),+7 Sinaunang baluti (Apoy),+7 áo giáp cổ (Ngọn lửa)
COLLECTION_NAME_185,+7 Ancient Armor (Water),+7 고대의 갑옷 (Water),+7 Armadura Ancestral (Water),+7 太古の鎧 (水),+7 Armadura Antigua (Agua),+7 ชุดเกราะโบราณ (ธาตุน้ำ),+7 Baju Zirah Kuno (air),+7  (Вода),+7 古代盔甲 (水),+7 古老的盔甲 (水),+7 Sinaunang baluti (Tubig),+7 áo giáp cổ (Nước)
COLLECTION_NAME_186,+7 Ancient Armor (Land),+7 고대의 갑옷 (Land),+7 Armadura Ancestral (Land),+7 太古の鎧 (地),+7 Armadura Antigua (Tierra),+7 ชุดเกราะโบราณ (ธาตุดิน),+7 Baju Zirah Kuno (tanah),+7  (Земля),+7 古代盔甲 (土),+7 古老的盔甲 (土),+7 Sinaunang baluti (Lupa),+7 áo giáp cổ (Đất)
COLLECTION_NAME_187,+7 Ancient Armor (Wind),+7 고대의 갑옷 (Wind),+7 Armadura Ancestral (Wind),+7 太古の鎧 (風),+7 Armadura Antigua (Viento),+7 ชุดเกราะโบราณ (ธาตุลม),+7 Baju Zirah Kuno (udara),+7  (Воздух),+7 古代盔甲 (风),+7 古老的盔甲 (風),+7 Sinaunang baluti (Hangin),+7 áo giáp cổ (Gió)
COLLECTION_NAME_188,+7 Basic Belt (Wind),+7 허리끈 (Wind),+7 Cinto (Wind),+7 ベルト (風),+7 Cinturón Básico (Viento),+7 เข็มขัดธรรมดา (ธาตุลม),+7 Sabuk (udara),+7  (Воздух),+7 腰带 (风),+7 基本款腰帶 (風),+7 Pangunahing Sinturon (Hangin),+7 Thắt lưng cơ bản (Gió)
COLLECTION_NAME_189,+7 Leather Belt (Land),+7 가죽 벨트 (Land),+7 Cinto de Couro (Land),+7 レザーベルト (地),+7 Cinturón de Cuero (Tierra),+7 เข็มขัดหนัง (ธาตุดิน),+7 Sabuk kulit (tanah),+7  (Земля),+7 皮腰带 (土),+7 皮帶 (土),+7 Balat na Sinturon (Lupa),+7 Dây đai da (Đất)
COLLECTION_NAME_190,+7 Leather Belt (Wind),+7 가죽 벨트 (Wind),+7 Cinto de Couro (Wind),+7 レザーベルト (風),+7 Cinturón de Cuero (Viento),+7 เข็มขัดหนัง (ธาตุลม),+7 Sabuk kulit (udara),+7  (Воздух),+7 皮腰带 (风),+7 皮帶 (風),+7 Balat na Sinturon (Hangin),+7 Dây đai da (Gió)
COLLECTION_NAME_191,+7 Solid Belt (Fire),+7 견고한 벨트 (Fire),+7 Cinto Sólido (Fire),+7 ソリッドベルト (火),+7 Cinturón Sólido (Fuego),+7 เข็มขัดแข็ง (ธาตุไฟ),+7 Sabuk Solid (api),+7  (Огонь),+7 实心腰带 (火),+7 實心腰帶 (火),+7 Matatag na Sinturon (Apoy),+7 Dây đai rắn (Ngọn lửa)
COLLECTION_NAME_192,+7 Solid Belt (Wind),+7 견고한 벨트 (Wind),+7 Cinto Sólido (Wind),+7 ソリッドベルト (風),+7 Cinturón Sólido (Viento),+7 เข็มขัดแข็ง (ธาตุลม),+7 Sabuk Solid (udara),+7  (Воздух),+7 实心腰带 (风),+7 實心腰帶 (風),+7 Matatag na Sinturon (Hangin),+7 Dây đai rắn (Gió)
COLLECTION_NAME_193,+7 War Belt (Land),+7 전쟁 벨트 (Land),+7 Cinto de Guerra (Land),+7 ウォーベルト (地),+7 Cinturón de Guerra (Tierra),+7 เข็มขัดสงคราม (ธาตุดิน),+7 Sabuk Perang (tanah),+7  (Земля),+7 战争腰带 (土),+7 戰爭腰帶 (土),+7 Sinturong Pandigmaan (Lupa),+7 Vành đai chiến tranh (Đất)
COLLECTION_NAME_194,+7 Legendary Belt (Normal),+7 전설의 벨트 (Normal),+7 Cinto Lendário (Normal),+7 伝説のベルト (ノーマル),+7 Cinturón Legendario (Normal),+7 เข็มขัดในตำนาน (ธรรมดา),+7 Sabuk Legendaris (normal),+7  (Нормально),+7 传奇腰带 (普通),+7 傳奇腰帶 (普通),+7 Maalamat na sinturon (Normal),+7 Dây đai huyền thoại (Bình thường)
COLLECTION_NAME_195,+7 Legendary Belt (Fire),+7 전설의 벨트 (Fire),+7 Cinto Lendário (Fire),+7 伝説のベルト (火),+7 Cinturón Legendario (Fuego),+7 เข็มขัดในตำนาน (ธาตุไฟ),+7 Sabuk Legendaris (api),+7  (Огонь),+7 传奇腰带 (火),+7 傳奇腰帶 (火),+7 Maalamat na sinturon (Apoy),+7 Dây đai huyền thoại (Ngọn lửa)
COLLECTION_NAME_196,+7 Legendary Belt (Water),+7 전설의 벨트 (Water),+7 Cinto Lendário (Water),+7 伝説のベルト (水),+7 Cinturón Legendario (Agua),+7 เข็มขัดในตำนาน (ธาตุน้ำ),+7 Sabuk Legendaris (air),+7  (Вода),+7 传奇腰带 (水),+7 傳奇腰帶 (水),+7 Maalamat na sinturon (Tubig),+7 Dây đai huyền thoại (Nước)
COLLECTION_NAME_197,+7 Legendary Belt (Land),+7 전설의 벨트 (Land),+7 Cinto Lendário (Land),+7 伝説のベルト (地),+7 Cinturón Legendario (Tierra),+7 เข็มขัดในตำนาน (ธาตุดิน),+7 Sabuk Legendaris (tanah),+7  (Земля),+7 传奇腰带 (土),+7 傳奇腰帶 (土),+7 Maalamat na sinturon (Lupa),+7 Dây đai huyền thoại (Đất)
COLLECTION_NAME_198,+7 Legendary Belt (Wind),+7 전설의 벨트 (Wind),+7 Cinto Lendário (Wind),+7 伝説のベルト (風),+7 Cinturón Legendario (Viento),+7 เข็มขัดในตำนาน (ธาตุลม),+7 Sabuk Legendaris (udara),+7  (Воздух),+7 传奇腰带 (风),+7 傳奇腰帶 (風),+7 Maalamat na sinturon (Hangin),+7 Dây đai huyền thoại (Gió)
COLLECTION_NAME_199,+7 Thin Necklace (Land),+7 얇은 목걸이 (Land),+7 Colar Fino (Land),+7 細いネックレス (地),+7 Collar Delgado (Tierra),+7 สร้อยคอเส้นบาง (ธาตุดิน),+7 Kalung Tipis (tanah),+7  (Земля),+7 细项链 (土),+7 細項鍊 (土),+7 Manipis na kuwintas (Lupa),+7 Dây chuyền mỏng (Đất)
COLLECTION_NAME_200,+7 Guardian Necklace (Land),+7 수호의 목걸이 (Land),+7 Colar do Guardião (Land),+7 ガーディアンネックレス (地),+7 Collar Guardián (Tierra),+7 สร้อยคอผู้พิทักษ์ (ธาตุดิน),+7 Kalung Penjaga (tanah),+7  (Земля),+7 守护项链 (土),+7 守護者項鍊 (土),+7 Kuwintas ng Tagapagtanggol (Lupa),+7 Dây chuyền bảo vệ (Đất)
COLLECTION_NAME_201,+7 Guardian Necklace (Wind),+7 수호의 목걸이 (Wind),+7 Colar do Guardião (Wind),+7 ガーディアンネックレス (風),+7 Collar Guardián (Viento),+7 สร้อยคอผู้พิทักษ์ (ธาตุลม),+7 Kalung Penjaga (udara),+7  (Воздух),+7 守护项链 (风),+7 守護者項鍊 (風),+7 Kuwintas ng Tagapagtanggol (Hangin),+7 Dây chuyền bảo vệ (Gió)
COLLECTION_NAME_202,+7 Mana Necklace (Land),+7 마력의 목걸이 (Land),+7 Colar de Mana (Land),+7 マナネックレス (地),+7 Collar De Maná (Tierra),+7 สร้อยคอมานา (ธาตุดิน),+7 Kalung Mana (tanah),+7  (Земля),+7 法力项链 (土),+7 法力項鍊 (土),+7 Kuwintas ng Mana (Lupa),+7 Vòng cổ ma thuật (Đất)
COLLECTION_NAME_203,+7 Mana Necklace (Wind),+7 마력의 목걸이 (Wind),+7 Colar de Mana (Wind),+7 マナネックレス (風),+7 Collar De Maná (Viento),+7 สร้อยคอมานา (ธาตุลม),+7 Kalung Mana (udara),+7  (Воздух),+7 法力项链 (风),+7 法力項鍊 (風),+7 Kuwintas ng Mana (Hangin),+7 Vòng cổ ma thuật (Gió)
COLLECTION_NAME_204,+7 Warrior's Necklace (Normal),+7 전사의 목걸이 (Normal),+7 Colar do Guerreiro (Normal),+7 戦士のネックレス (ノーマル),+7 Collar del Guerrero (Normal),+7 สร้อยคอของนักรบ (ธรรมดา),+7 Kalung Pendekar (normal),+7  (Нормально),+7 战士的项链 (普通),+7 戰士的項鍊 (普通),+7 Kuwintas ng Mandirigma (Normal),+7 Vòng cổ của chiến binh (Bình thường)
COLLECTION_NAME_205,+7 Legendary Necklace (Normal),+7 전설의 목걸이 (Normal),+7 Colar Lendário (Normal),+7 伝説のネックレス (ノーマル),+7 Collar Legendario (Normal),+7 สร้อยคอในตำนาน (ธรรมดา),+7 Kalung Legendaris (normal),+7  (Нормально),+7 传奇项链 (普通),+7 傳奇項鍊 (普通),+7 Maalamat na Kuwintas (Normal),+7 Dây chuyền huyền thoại (Bình thường)
COLLECTION_NAME_206,+7 Legendary Necklace (Fire),+7 전설의 목걸이 (Fire),+7 Colar Lendário (Fire),+7 伝説のネックレス (火),+7 Collar Legendario (Fuego),+7 สร้อยคอในตำนาน (ธาตุไฟ),+7 Kalung Legendaris (api),+7  (Огонь),+7 传奇项链 (火),+7 傳奇項鍊 (火),+7 Maalamat na Kuwintas (Apoy),+7 Dây chuyền huyền thoại (Ngọn lửa)
COLLECTION_NAME_207,+7 Legendary Necklace (Water),+7 전설의 목걸이 (Water),+7 Colar Lendário (Water),+7 伝説のネックレス (水),+7 Collar Legendario (Agua),+7 สร้อยคอในตำนาน (ธาตุน้ำ),+7 Kalung Legendaris (air),+7  (Вода),+7 传奇项链 (水),+7 傳奇項鍊 (水),+7 Maalamat na Kuwintas (Tubig),+7 Dây chuyền huyền thoại (Nước)
COLLECTION_NAME_208,+7 Legendary Necklace (Land),+7 전설의 목걸이 (Land),+7 Colar Lendário (Land),+7 伝説のネックレス (地),+7 Collar Legendario (Tierra),+7 สร้อยคอในตำนาน (ธาตุดิน),+7 Kalung Legendaris (tanah),+7  (Земля),+7 传奇项链 (土),+7 傳奇項鍊 (土),+7 Maalamat na Kuwintas (Lupa),+7 huyền thoại Dây chuyền (Đất)
COLLECTION_NAME_209,+7 Legendary Necklace (Wind),+7 전설의 목걸이 (Wind),+7 Colar Lendário (Wind),+7 伝説のネックレス (風),+7 Collar Legendario (Viento),+7 สร้อยคอในตำนาน (ธาตุลม),+7 Kalung Legendaris (udara),+7  (Воздух),+7 传奇项链 (风),+7 傳奇項鍊 (風),+7 Maalamat na Kuwintas (Hangin),+7 Dây chuyền huyền thoại (Gió)
COLLECTION_NAME_210,+7 Thin Ring (Normal),+7 얇은 반지 (Normal),+7 Anel Fino (Normal),+7 細いリング (ノーマル),+7 Anillo Delgado (Normal),+7 แหวนบาง (ธรรมดา),+7 Cincin Tipis (normal),+7  (Нормально),+7 细环 (普通),+7 細環 (普通),+7 Manipis na Singsing (Normal),+7 Vòng mỏng (Bình thường)
COLLECTION_NAME_211,+7 Thin Ring (Wind),+7 얇은 반지 (Wind),+7 Anel Fino (Wind),+7 細いリング (風),+7 Anillo Delgado (Viento),+7 แหวนบาง (ธาตุลม),+7 Cincin Tipis (udara),+7  (Воздух),+7 细环 (风),+7 細環 (風),+7 Manipis na Singsing (Hangin),+7 Vòng mỏng (Gió)
COLLECTION_NAME_212,+7 Guardian Ring (Fire),+7 수호의 반지 (Fire),+7 Anel do Guardião (Fire),+7 ガーディアンリング (火),+7 Anillo Guardián (Fuego),+7 แหวนผู้พิทักษ์ (ธาตุไฟ),+7 Cincin Penjaga (api),+7  (Огонь),+7 守护戒指 (火),+7 守護者戒指 (火),+7 Singsing ng Tagapagtangol (Apoy),+7 Vòng bảo vệ (Ngọn lửa)
COLLECTION_NAME_213,+7 Guardian Ring (Land),+7 수호의 반지 (Land),+7 Anel do Guardião (Land),+7 ガーディアンリング (地),+7 Anillo Guardián (Tierra),+7 แหวนผู้พิทักษ์ (ธาตุดิน),+7 Cincin Penjaga (tanah),+7  (Земля),+7 守护戒指 (土),+7 守護者戒指 (土),+7 Singsing ng Tagapagtangol (Lupa),+7 Vòng bảo vệ (Đất)
COLLECTION_NAME_214,+7 Guardian Ring (Wind),+7 수호의 반지 (Wind),+7 Anel do Guardião (Wind),+7 ガーディアンリング (風),+7 Anillo Guardián (Viento),+7 แหวนผู้พิทักษ์ (ธาตุลม),+7 Cincin Penjaga (udara),+7  (Воздух),+7 守护戒指 (风),+7 守護者戒指 (風),+7 Singsing ng Tagapagtangol (Hangin),+7 Vòng bảo vệ (Gió)
COLLECTION_NAME_215,+7 Mana Ring (Fire),+7 마나 반지 (Fire),+7 Anel de Mana (Fire),+7 マナリング (火),+7 Anillo de Maná (Fuego),+7 แหวนมานา (ธาตุไฟ),+7 Cincin Mana (api),+7  (Огонь),+7 法力戒指 (火),+7 法力戒指 (火),+7 Singsing ng Mana (Apoy),+7 Vòng quản lý (Ngọn lửa)
COLLECTION_NAME_216,+7 Mana Ring (Land),+7 마나 반지 (Land),+7 Anel de Mana (Land),+7 マナリング (地),+7 Anillo de Maná (Tierra),+7 แหวนมานา (ธาตุดิน),+7 Cincin Mana (tanah),+7  (Земля),+7 法力戒指 (土),+7 法力戒指 (土),+7 Singsing ng Mana (Lupa),+7 Vòng quản lý (Đất)
COLLECTION_NAME_217,+7 Mana Ring (Wind),+7 마나 반지 (Wind),+7 Anel de Mana (Wind),+7 マナリング (風),+7 Anillo de Maná (Viento),+7 แหวนมานา (ธาตุลม),+7 Cincin Mana (udara),+7  (Воздух),+7 法力戒指 (风),+7 法力戒指 (風),+7 Singsing ng Mana (Hangin),+7 Vòng quản lý (Gió)
COLLECTION_NAME_218,+7 Warrior's Ring (Normal),+7 전사의 반지 (Normal),+7 Anel do Guerreiro (Normal),+7 戦士のリング (ノーマル),+7 Anillo del Guerrero (Normal),+7 แหวนของนักรบ (ธรรมดา),+7 Cincin Pendekar (normal),+7  (Нормально),+7 战士之戒 (普通),+7 戰士的戒指 (普通),+7 Singsing ng Mandirigma (Normal),+7 Nhẫn chiến binh (Bình thường)
COLLECTION_NAME_219,+7 Warrior's Ring (Fire),+7 전사의 반지 (Fire),+7 Anel do Guerreiro (Fire),+7 戦士のリング (火),+7 Anillo del Guerrero (Fuego),+7 แหวนของนักรบ (ธาตุไฟ),+7 Cincin Pendekar (api),+7  (Огонь),+7 战士之戒 (火),+7 戰士的戒指 (火),+7 Singsing ng Mandirigma (Apoy),+7 Nhẫn chiến binh (Ngọn lửa)
COLLECTION_NAME_220,+7 Warrior's Ring (Water),+7 전사의 반지 (Water),+7 Anel do Guerreiro (Water),+7 戦士のリング (水),+7 Anillo del Guerrero (Agua),+7 แหวนของนักรบ (ธาตุน้ำ),+7 Cincin Pendekar (air),+7  (Вода),+7 战士之戒 (水),+7 戰士的戒指 (水),+7 Singsing ng Mandirigma (Tubig),+7 Nhẫn chiến binh (Nước)
COLLECTION_NAME_221,+7 Warrior's Ring (Land),+7 전사의 반지 (Land),+7 Anel do Guerreiro (Land),+7 戦士のリング (地),+7 Anillo del Guerrero (Tierra),+7 แหวนของนักรบ (ธาตุดิน),+7 Cincin Pendekar (tanah),+7  (Земля),+7 战士之戒 (土),+7 戰士的戒指 (土),+7 Singsing ng Mandirigma (Lupa),+7 Nhẫn chiến binh (Đất)
COLLECTION_NAME_222,+7 Warrior's Ring (Wind),+7 전사의 반지 (Wind),+7 Anel do Guerreiro (Wind),+7 戦士のリング (風),+7 Anillo del Guerrero (Viento),+7 แหวนของนักรบ (ธาตุลม),+7 Cincin Pendekar (udara),+7  (Воздух),+7 战士之戒 (风),+7 戰士的戒指 (風),+7 Singsing ng Mandirigma (Hangin),+7 Nhẫn chiến binh (Gió)
COLLECTION_NAME_223,+7 Ancient Ring (Normal),+7 고대의 반지 (Normal),+7 Anel antigo (Normal),+7 古代の指輪 (ノーマル),+7 Anillo Antiguo (Normal),+7 แหวนโบราณ (ธรรมดา),+7 Cincin kuno (normal),+7 Древнее кольцо (Нормально),+7 古戒指 (普通),+7 古老的戒指 (普通),+7 Maalamat na Singsing (Normal),+7 Nhẫn cổ (Bình thường)
COLLECTION_NAME_224,+7 Ancient Ring (Fire),+7 고대의 반지 (Fire),+7 Anel antigo (Fire),+7 古代の指輪 (火),+7 Anillo Antiguo (Fuego),+7 แหวนโบราณ (ธาตุไฟ),+7 Cincin kuno (api),+7 Древнее кольцо (Огонь),+7 古戒指 (火),+7 古老的戒指 (火),+7 Maalamat na Singsing (Apoy),+7 Nhẫn cổ (Ngọn lửa)
COLLECTION_NAME_225,+7 Ancient Ring (Water),+7 고대의 반지 (Water),+7 Anel antigo (Water),+7 古代の指輪 (水),+7 Anillo antiguo (Agua),+7 แหวนโบราณ (ธาตุน้ำ),+7 Cincin kuno (air),+7 Древнее кольцо (Вода),+7 古戒指 (水),+7 古老的戒指 (水),+7 Maalamat na Singsing (Tubig),+7 Nhẫn cổ (Nước)
COLLECTION_NAME_226,+7 Ancient Ring (Land),+7 고대의 반지 (Land),+7 Anel antigo (Land),+7 古代の指輪 (地),+7 Anillo antiguo (Tierra),+7 แหวนโบราณ (ธาตุดิน),+7 Cincin kuno (tanah),+7 Древнее кольцо (Земля),+7 古戒指 (土),+7 古老的戒指 (土),+7 Maalamat na Singsing (Lupa),+7 Nhẫn cổ (Đất)
COLLECTION_NAME_227,+7 Ancient Ring (Wind),+7 고대의 반지 (Wind),+7 Anel antigo (Wind),+7 古代の指輪 (風),+7 Anillo antiguo (Viento),+7 แหวนโบราณ (ธาตุลม),+7 Cincin kuno (udara),+7 Древнее кольцо (Воздух),+7 古戒指 (风),+7 古老的戒指 (風),+7 Maalamat na Singsing (Hangin),+7 Nhẫn cổ (Gió)
COLLECTION_NAME_228,+7 Ancient Belt (Normal),+7 고대의 벨트 (Normal),+7 Cinto antigo (Normal),+7 古代のベルト (ノーマル),+7 Cinturón antiguo (Normal),+7 เข็มขัดโบราณ (ธรรมดา),+7 Sabuk kuno (normal),+7 Древний пояс (Нормально),+7 古代皮带 (普通),+7 古代腰帶 (普通),+7 Sinaunang Sinturon (Normal),+7 Vành đai cổ đại (Bình thường)
